"file name"	"count"	"rms"	"sum"	"sum2"	"stddev"	"var"	"mean"	"area"	"hu"
"../image/10022011/kps0029.jpg"	0	0.362864431076	0.17828253401	0.327914910743	0.483903303444	0.44689485535	0.17828253401	0.184035131804	"(0.00065031236176361484, 6.0138942383079703e-09, 6.7115025638749128e-13, 3.4210034492088705e-13, -4.8937183984670634e-26, 2.648946433477407e-17, -1.5644786182599487e-25)"
"../image/10022011/kps0016.jpg"	0	0.910181564345	0.810531936246	0.897823271258	0.858762871863	0.840789343324	0.810531936246	0.742446542461	"(0.00064401534187824106, 2.2841173817829188e-08, 4.4614045714034988e-13, 7.8419440460986898e-15, 4.5798251970021472e-28, 1.1735640075128905e-18, 7.3503349722331089e-29)"
"../image/10022011/kps0019.jpg"	0	0.624338422863	0.464156125831	0.588883070189	0.677710872487	0.645343956874	0.464156125831	0.407545679721	"(0.00067148302108603934, 5.8810822902896126e-08, 8.9951214988560722e-14, 2.8553189665915389e-15, -4.371606261177585e-29, -6.6624721930367739e-19, 1.3523244100570995e-29)"
"../image/10022011/kps0005.jpg"	0	0.687074412498	0.739769332551	0.654572432355	0.586691496526	0.550758342256	0.739769332551	0.833829917076	"(0.00067196606592295001, 5.8460414819983038e-08, 9.8605491353857174e-13, 3.3764168436992951e-14, 6.0126678727373072e-27, 7.8281270936559254e-18, -1.3427023270882404e-27)"
"../image/10022011/kps0013.jpg"	0	0.489208669258	0.251919955258	0.451433829436	0.614724335604	0.579627885433	0.251919955258	0.163932464611	"(0.00066891538275262448, 3.6814400605170501e-08, 2.4709880265936134e-12, 3.7837034803710211e-13, 1.9098644765950077e-25, 7.1217565190127924e-17, 3.1205010907836989e-25)"
"../image/10022011/kps0004.jpg"	0	0.396696433089	0.323976494798	0.360517216572	0.446784137608	0.410156949606	0.323976494798	0.429862033481	"(0.00065561145559651934, 3.7638035627974005e-08, 8.1644646129879683e-13, 1.2686089106457852e-14, 1.039309652584487e-27, 1.9730815662258723e-18, 7.6599018380300521e-28)"
"../image/10022011/kps0006.jpg"	0	0.445939917165	0.619634502098	0.40858926574	0.321784270831	0.289443983293	0.619634502098	0.941439015927	"(0.00066274176990441529, 4.6479769514468912e-08, 1.0469147781688812e-12, 3.2362443435556936e-14, -1.8837359002196162e-27, -3.115780558130994e-18, 5.6511731032532731e-27)"
"../image/10022011/kps0018.jpg"	0	0.90739045017	1	0.894687197203	0.719526849769	0.689621457405	1	1	"(0.0006510681202551744, 3.1331941247169505e-08, 2.3804685510595548e-13, 3.4524333847602712e-15, 9.0020740964664441e-29, 5.8065536504699342e-19, 4.1134310385057925e-29)"
"../image/10022011/kps0026.jpg"	0	0.447996281854	0.216596383605	0.410612659417	0.578217641289	0.542077407585	0.216596383605	0.221177202618	"(0.0006588149559755629, 2.4034812293217739e-08, 4.9405708030304419e-12, 4.32120455248801e-13, 2.9987947109450592e-25, 5.991740162492527e-17, 5.5562770846365659e-25)"
"../image/10022011/kps0007.jpg"	0	0.586418065006	0.630865339083	0.549754569313	0.517171198534	0.480168047608	0.630865339083	0.788742506372	"(0.00066125972664843791, 4.619924773184072e-08, 4.0266127373430895e-13, 8.9373777588913109e-15, -2.3299838755977789e-28, -8.9595832548578653e-19, 4.8287366520384832e-28)"
