0,1 3:0.525771200853 5:0.634554731071
1,1 3:0.520844968643 5:0.717154946029
2,1 3:0.520587963169 5:0.629794923893
3,1 3:0.523026326189 5:0.656341871582
4,1 3:0.482243308224 5:0.762793041708
5,1 3:0.563005410675 5:0.654546892904
6,1 3:0.531510811957 5:0.620174810512
7,1 3:0.52303297029 5:0.621064966679
8,1 3:0.526830965237 5:0.638862497226
9,1 3:0.519522033944 5:0.62681687661
10,1 3:0.491290843232 5:0.571455136409
11,1 3:0.523877348745 5:0.633981787453
12,1 3:0.457043555687 5:0.418230875178
13,1 3:0.525470601552 5:0.634104168187
14,1 3:0.516659202959 5:0.655681808896
15,1 3:0.522598607224 5:0.63282391486
16,1 3:0.514705227592 5:0.653858805374
17,1 3:0.523820676049 5:0.617280090059
18,1 3:0.526392443264 5:0.631585558193
19,1 3:0.523657454438 5:0.62933898319
20,1 3:0.522955568582 5:0.636743135115
21,1 3:0.511928548519 5:0.603030532847
22,1 3:0.523535459264 5:0.612138633584
23,1 3:0.525054617677 5:0.633495983974
24,1 3:0.525067677 5:0.633741773171
25,1 3:-1.0 5:0.681900086657
26,1 3:0.525259303023 5:0.633538053694
27,1 3:0.525357456687 5:0.632218524437
28,1 3:0.52523080919 5:0.633485241175
29,1 3:0.522705911069 5:0.640902362883
30,1 3:0.511059086004 5:0.454320100251
31,1 3:0.497759049727 5:0.619867052627
32,1 3:0.522042869337 5:0.642523405459
33,1 3:0.525315553543 5:0.631957040467
34,1 3:0.524740808714 5:0.633111159471
35,1 3:0.517653835215 5:0.635923392651
36,1 3:0.52515637061 5:0.651588852174
37,1 3:0.525216308352 5:0.634485809914
38,1 3:0.516778461933 5:0.658795371562
39,1 3:0.526912288443 5:0.637844882398
40,1 3:0.512278249389 5:0.637060668082
41,1 3:0.526715318263 5:0.610276576544
42,1 3:0.522167505207 5:0.632799455107
43,1 3:0.481360624659 5:0.659064833088
44,1 3:0.525256980328 5:0.633538595991
45,1 3:0.525499026026 5:0.63412193336
46,1 3:0.523013609931 5:0.633357973035
47,1 3:0.486436790811 5:0.734445881367
48,1 3:0.525246983371 5:0.633546403198
49,1 3:0.525627371785 5:0.634697573256
50,1 3:0.525222849613 5:0.63626534848
51,1 3:0.540047623258 5:0.644379311116
52,1 3:0.525259507098 5:0.630731250209
53,1 3:0.524818831634 5:0.629758076976
54,1 3:0.525258204603 5:0.633537633656
55,1 3:0.525260497981 5:0.633343647163
56,1 3:0.526251401809 5:0.630859315316
57,1 3:0.525330697768 5:0.633380803886
58,1 3:0.524029981553 5:0.631002284123
59,1 3:0.489356483186 5:0.640260454092
60,1 3:0.525256349046 5:0.633529983616
61,1 3:0.525463725938 5:0.635061531284
62,1 3:0.522838162308 5:0.638047955317
63,1 3:0.528542298715 5:0.670412571952
64,1 3:1.0 5:-1.0
65,1 3:0.525388304608 5:0.632331924873
66,1 3:0.515793008293 5:0.642486939097
67,1 3:0.52694560733 5:0.606676724981
68,1 3:0.525339026569 5:0.63373666446
69,1 3:0.526250494689 5:0.632825479902
70,1 3:0.518058405866 5:0.678168536652
71,1 3:0.239690443878 5:1.0
72,1 3:0.524501414341 5:0.634313212047
73,1 3:0.524981624956 5:0.634944130357
74,1 3:0.524750335332 5:0.636456738427
75,1 3:0.525119217116 5:0.644074474327
76,1 3:0.520253190714 5:0.632438895616
77,1 3:0.509563500898 5:0.626566667148
78,1 3:0.5252892587 5:0.632901287276
79,1 3:0.530535337384 5:0.625729871428
80,1 3:0.525588817551 5:0.632823702663
81,1 3:0.525207922822 5:0.625215369375
82,1 3:0.520827448408 5:0.561437003162
83,1 3:0.52563650904 5:0.631512991662
84,1 3:0.62956485794 5:0.666188692943
85,2 3:-0.657668364485 5:-0.431544625958
86,2 3:-0.652565391645 5:-0.43793332668
87,2 3:-0.670544491154 5:-0.436742097777
88,2 3:-0.633703142483 5:-0.43260420345
89,2 3:-0.669354667524 5:-0.434283424675
90,2 3:-0.827510498954 5:-0.522331367574
91,2 3:-0.681823940335 5:-0.431345348248
92,2 3:-0.644625636603 5:-0.440264034084
93,2 3:-0.75770396613 5:-0.47268267979
94,2 3:-0.700291399243 5:-0.466946678934
95,2 3:-0.670116950834 5:-0.434405528662
96,2 3:-0.672189023959 5:-0.43623689552
97,2 3:-0.644630090476 5:-0.428693161988
98,2 3:-0.66918813678 5:-0.434254178468
99,2 3:-0.716005856493 5:-0.433194968164
100,2 3:-0.670430614786 5:-0.434291340881
101,2 3:-0.669229505348 5:-0.434246370407
102,2 3:-0.129065629533 5:-0.61733595427
103,2 3:-1.0 5:-0.474255576313
104,2 3:-0.673257683286 5:-0.433504565082
105,2 3:-0.682312558251 5:-0.433608716963
106,2 3:-0.669273630098 5:-0.434260454488
107,2 3:-0.60539505962 5:-0.446944884389
108,2 3:-0.670657726659 5:-0.433253021872
109,2 3:-0.704193577067 5:-0.447869437269
110,2 3:-0.678132406721 5:-0.432089096877
111,2 3:-0.66883488795 5:-0.434317666132
112,2 3:-0.66923940576 5:-0.434223904145
113,2 3:-0.786343333811 5:-0.506268778257
114,2 3:-0.666829876591 5:-0.430142890512
115,2 3:-0.669207470081 5:-0.43425651053
116,2 3:-0.683396551128 5:-0.451748199125
117,2 3:-0.647224250641 5:-0.443572837486
118,2 3:-0.71130849501 5:-0.433193331394
119,2 3:-0.669357009683 5:-0.434229431043
120,2 3:-0.517572977654 5:-0.453552478841
121,2 3:-0.552300880488 5:-1.0
122,2 3:-0.668923084115 5:-0.434261416553
123,2 3:-0.667386535298 5:-0.431231577709
124,2 3:-0.74093014957 5:-0.370074484741
125,2 3:1.0 5:0.929216118609
126,2 3:-0.677198529556 5:-0.377729807653
127,2 3:-0.704321158844 5:-0.431265521199
128,2 3:-0.669235601073 5:-0.434238742971
129,2 3:-0.567593287003 5:-0.422278686449
130,2 3:-0.690508666025 5:-0.418530138831
131,2 3:-0.66132651619 5:-0.432443206023
132,2 3:-0.6679298242 5:-0.435020248632
133,2 3:-0.670108953208 5:-0.434295015255
134,2 3:-0.684967934474 5:-0.429973873385
135,2 3:-0.66518799858 5:-0.438575679354
136,2 3:-0.670446880915 5:-0.434455704828
137,2 3:-0.668099860554 5:-0.433797526097
138,2 3:-0.632430686933 5:-0.39053658974
139,2 3:-0.713377741965 5:-0.393526187136
140,2 3:-0.817633114778 5:1.0
141,2 3:-0.66787095211 5:-0.432982015081
142,2 3:-0.648938983106 5:-0.43941673339
143,2 3:-0.672591997371 5:-0.435140501484
144,2 3:-0.658071834139 5:-0.436827176351
145,2 3:-0.677144612748 5:-0.435206361362
146,2 3:-0.67000510812 5:-0.434344868262
147,2 3:-0.635374348435 5:-0.449944352394
148,2 3:-0.648275580918 5:-0.434755325945
149,2 3:-0.637609643164 5:-0.424610649972
150,2 3:-0.682975757694 5:-0.413226553587
151,2 3:-0.666323107436 5:-0.436389249046
152,2 3:-0.731952572585 5:-0.430164199061
153,2 3:-0.668423968085 5:-0.435752060555
154,2 3:-0.669212761953 5:-0.434182809742
155,2 3:-0.615820951327 5:-0.394578507006
156,2 3:-0.676206871017 5:-0.43568188257
157,2 3:-0.742660218381 5:-0.28541520135
