0,1 3:-0.788691100616 5:0.907652912548
1,1 3:-0.79296670494 5:0.898159791158
2,1 3:-1.0 5:0.933682035409
3,1 3:-0.793315512061 5:0.896814658592
4,1 3:-0.837166101469 5:0.887689439989
5,1 3:-0.828097817008 5:0.982360921093
6,1 3:-0.944219942004 5:0.899983873766
7,1 3:-0.798669780246 5:0.899615734571
8,1 3:-0.828247986055 5:0.900100081997
9,1 3:-0.790989427724 5:0.898212213614
10,1 3:-0.968818349004 5:0.873261545547
11,1 3:-0.812047074813 5:0.88481123054
12,1 3:-0.780723843759 5:0.896840067792
13,1 3:-0.791123777044 5:0.899275061488
14,1 3:-0.794314856313 5:0.89497309315
15,1 3:-0.817461812873 5:0.925767330919
16,1 3:-0.805303697988 5:0.900105884928
17,1 3:-0.787985361299 5:0.899500964212
18,1 3:-0.801010121978 5:0.888485858789
19,1 3:-0.783649466502 5:0.908367069349
20,1 3:-0.794958392469 5:0.905196748074
21,1 3:-0.88638442565 5:0.823367421925
22,1 3:-0.808052899866 5:0.882906806904
23,1 3:-0.790762151248 5:0.897965062585
24,1 3:-0.896629158432 5:1.0
25,1 3:-0.827257292165 5:0.908968653521
26,1 3:-0.771538654874 5:0.967742398399
27,1 3:-0.799543922626 5:0.962837281894
28,1 3:-0.794556397935 5:0.898651147241
29,1 3:1.0 5:-1.0
30,1 3:-0.79106993775 5:0.899028784369
31,1 3:-0.837572611644 5:0.928889734691
32,1 3:-0.790960880319 5:0.897421516957
33,1 3:-0.798377771534 5:0.896490477869
34,1 3:-0.787278283029 5:0.912107615513
35,1 3:-0.816426774742 5:0.924465406793
36,1 3:-0.555186308366 5:0.825767404497
37,1 3:-0.829838719365 5:0.897484601746
38,1 3:-0.964909969034 5:0.903546758326
39,1 3:-0.79021485827 5:0.896490456776
40,1 3:-0.790460185078 5:0.899164067683
41,1 3:-0.793733506092 5:0.893298221522
42,1 3:-0.795518778248 5:0.897123394127
43,1 3:-0.792113236658 5:0.899621284033
44,1 3:-0.790388489403 5:0.899357804799
45,1 3:-0.789380799078 5:0.897443860746
46,1 3:-0.856067222985 5:0.899953654044
47,1 3:-0.74932890636 5:0.8773057472
48,1 3:-0.790805132907 5:0.899529879145
49,1 3:-0.791406985137 5:0.899537090959
50,2 3:0.324253289755 5:0.212128250399
51,2 3:0.3280605769 5:0.209759746899
52,2 3:1.0 5:-1.0
53,2 3:0.31988719959 5:0.208475124952
54,2 3:0.424209556768 5:-0.034785108835
55,2 3:0.368696871342 5:0.27028203309
56,2 3:0.292642886713 5:0.207887438504
57,2 3:0.337447783983 5:0.201065230624
58,2 3:0.349353671196 5:0.21760227575
59,2 3:0.387425424374 5:0.348504758065
60,2 3:0.291247375012 5:0.190333175676
61,2 3:0.328858376673 5:0.00203301801837
62,2 3:0.371576407735 5:0.174445068219
63,2 3:0.329813634683 5:0.204857621416
64,2 3:0.327987953792 5:0.2094257888
65,2 3:0.328563679565 5:0.208408843593
66,2 3:0.297959535534 5:0.172665618586
67,2 3:0.374723090692 5:0.202267709924
68,2 3:0.412481291324 5:0.253123797322
69,2 3:0.323067428478 5:0.209751160641
70,2 3:0.362035900681 5:0.192774564171
71,2 3:0.311199714282 5:0.214535633075
72,2 3:0.478139838919 5:-0.0484553924902
73,2 3:0.328077584427 5:0.20895537017
74,2 3:0.265928658777 5:0.184305015285
75,2 3:0.329402447451 5:0.199480391368
76,2 3:0.194504922286 5:0.212578721947
77,2 3:0.327680301944 5:0.204132437305
78,2 3:0.327375837068 5:0.209421762525
79,2 3:0.289538013414 5:0.287934353977
80,2 3:0.330357247924 5:0.216309307043
81,2 3:0.845095141781 5:0.37286907424
82,2 3:0.324014150835 5:0.242737641699
83,2 3:0.319597255206 5:0.214426172144
84,2 3:0.328943748995 5:0.301652962521
85,2 3:0.269794628731 5:0.261554671964
86,2 3:0.327815026563 5:0.209425647336
87,2 3:0.329879327032 5:0.199056577863
88,2 3:0.487918108677 5:0.260836761695
89,2 3:0.170398234592 5:0.144471578068
90,2 3:0.391075100512 5:0.047687924458
91,2 3:0.255695566669 5:0.381417084208
92,2 3:-1.0 5:1.0
93,2 3:0.32197796599 5:0.192548769219
94,2 3:0.323203865706 5:0.212782486242
95,2 3:0.32798283979 5:0.209450372705
96,2 3:0.335519556799 5:0.18774720617
97,2 3:0.319058475124 5:0.220566403302
98,2 3:0.323990366787 5:0.200249691951
99,2 3:0.343753946606 5:0.200477109865
